Id,Tweet,Target,Severity
5228,pathaan ka boycott kar rahe ho ya prachar samajh me nahi aa raha h,I,L
7454,wo police hai ,N/A,N/A
2996,tabligi jamaatio ke liye agenda mat chalao hum logo ko coronavirus hoga to chhupange nahi khud hospital jayege tourist visa par jamaati banane nahi jate hai thookmootgoo patthar bantabligijamaat arrestmohammadsaad jaheelja,O,L
2471,madam galat kahna sahi hai par jin media channels me aap debate karne jati hain vo jamaat ko alqaida taliban aur na jane kiskis se jod rahe hain corona jihad corona suicide bombers kahna sahi hai kya aap bjp aur rss ke logo ke tweets le,O,M
2765,badi kam hai yaaddasht tumhari itni jaldi aa gaye maidan me tabligi jamaat yaad hai ya bhool gaye aapne kitno ko chupaya hai kya maqsad hai tumhara kyu corona failana chahtey ho sargana to tum hi return of karma sudhir,O,M
4899,movie achi hogi to audiance dekhegi hi usko boycott trend se koi fark nhi padta jaise ki pathaan lekin movie mai sirf bakchodi karoge to lawda nhi dekhega koi,N/A,N/A
2922,chaina se corona fayl raha tha jahanjen andar kiu aane diyachaina se jamaat wale leke aaye the kya aor lockdaun se pahle jab police se bola ja raha tha k sabko bhejna hay hamko parmisan chahiye to diya kiu nahi undbhakt ho to nahi samjhogi,O,M
2686,log bol rahe hain ki modi ji ko tablighi jamaat ke baare me bhi bolna chahiye tha kuchh lekin unhone socha hoga ki waise hi corona ki wajah se log itne pareshan hai kyo in jamatiyon ke vakeelon ki gad jalaye modi ji is great lockdown modimangalmessage ambedkarjayanti,O,M
1658,tablighi jamaat ne hindustan ke lie bahut achha kam kiya h usne hindustan ko bhi corona patient nhi diya aur na hi failaya thanks to tabligio and their supporters,O,M
6821,yaar ye kya log h ab bhi setaan are bhai thoda education lelo,R,L
453,tum sach bolti thi but ab soch badal diye tum zaroor tumhe kisi ne tukde diye h jhoot bolne k liye tumhe bata de ki corona virus jamaat k logo se nhi china k logo se faila h teri auqat h toh china ko muhtod jawab de do,N/A,N/A
6985,esa kaam sirf muslims he kar skte h terroristbomb blaster community inlogo ko to narak me bhi jagaha nhi milegi kishanlal k bichdein converted,R,H
5520,fk off jaake ke note mein nano gps chip dhoond tujhe sudhir chaudhary ko bhi defend karna hai abhi,N/A,N/A
423,jab ham pakistan sa lady tab indian tha jab ham china sa lady tab bhi ham indian the aaj jab corona virus sa ladna hai to ham hindu muslim ban gay kyoki us waqt midie main samjhdar log tha aab midia jesko sirf trp our paish dikhta hai news ka liy kuch bhi kar sakte hai,N/A,N/A
1221,janab in sabki testing karli gayi hai sarkar ke duara mujhe poori ummid hai inse corona nhi felega kyounki ye koi tablighi thode hi hai,O,L
6953,bhai pakka ye abdul ka hi kaam hai ,R,H
3625,police goli marti to tu abhi tak bolta nhi tu na to real leader hai aur na real farmer sirf ek vote bank ke liye sab kar raha hai jab har ek news channel ne bola ki ek farmer protest m khalistan ke log hai tab to ek bar,I,L
7457,chidiya marne se pehle bohot fadfarata hai aisahi hal ab bjp ka hai mai bjp mukt bharat hoga sure jai bhim ,N/A,N/A
6606,thumre dhrm ke dusro dhrm walo ko setan manto ho waaah apki quran ki aayte,R,L
103,china desh jo sabhi desho par raaj karna chata hai china ka plan raaj karne ke liye karz deta hai ya paisa ya gold zameen par kabza karke war karke ek ke baad ek dusre desho ko kabze mein leta hai ya phir koi corona virus jaisi bimari fyla kar,N/A,N/A
4913,pathaan hit hone ke bad me patna ke logo se mafi manta hu ab se hum boycott darbhanga karenge,N/A,N/A
3146,bhai america wali jamaat jo february me aakar states me corona supply kar k gai hai uspe baat na ho is liye tablighi jamaat ko bakra banaya gaya hai mere pyare bjp supporters aankhe kholo desh barbad ho rah,I,L
1581,hamare jabalpur k korona jihadi jamaat najaane kahan kahan parcharko ne prchar kiya hoga corona ka  angrejo k dalle ko bhi coronahub bnaa diye h,O,M
6067,iska kahne ka mtlb ye h ki jo muslman h wo acche h aur jo be gairmuslim h wo shaitan h bc khopdi fodo is randi ka ,I,L
2207,congress vaale muslim secular log chahte the ke tablighi jamaat ke log cr logo ko corona se infect kar ke maar de taaki modi ka naam kharab hopar modi ne lockdown kar ke unko rok liya to ab inko dukh ho raha hai,R,H
171,china ki maa ki chhoti chhoti aankh saale suwar corona virus,O,M
5915,gps nano chip,N/A,N/A
136,five i ne china ka kiya pardafas five i ne se vote kiya ki corona virus buhan ki lab se leak hua h,N/A,N/A
6979,chori kare chor pakad na paye pulice bad me bolenge sarkar ki galti har jagah sarkar nhi hote is liye har jagah alag alag vibhag bata gya hai ,N/A,N/A
4519,haan bhai wo bajbooti seena faad faad ke bahar aa rahi hai chahe wo shaahen bagh ho ya phir fake farmer protest ho aur latest case bengal violence meiright darpokhai,I,L
1311,west bengal me tablighi jamaat ke log abhi tak nahi mile hain corona case chhupaya ja raha hai jammat ke logo ki khatir dari khub ho rahi hogi,O,L
7195,jisss trhhh seeee ajkl logo k bich m nafratt bhrrr diii gyi ha hindu muslim kiiii sarkar dwara hrr cezzz m log ab hindu muslim dhundta ha dekhhhh lena yeee log hindustan ko frrr seeee toddenga fr se batwara krrvayenga fr seee dangeeee hongeee jo mahol aj k time prrr bna diya gya ha sarkar or media n usko dekh krr yhi lgg rha ha ,N/A,N/A
2285,dharm ki rajneeti new channels se jyada aap karte aaye ho desh jaanta hbetter ye hota aap ye post daalne se acha kuch karte corona patients k liye or saath hi saath tabligi jamaat k logo ko ye harkat karne se roktejai hind,O,M
6158,ye kya,N/A,N/A
2413,koi journalist agar bol dey desh mein hindu logon ko maar rahey hai santo ko maar rahey hain toh woh antinational wahaan jamaat ke logg corona faila rahey hain unkey baarein mein bol doo toh anti national yeh minority card ab nahi chalega arrestantiindiaarnab,O,H
7973,zoot bol nahi sakta kyunki sab ko pata chal gaya hai ,N/A,N/A
5101,boycottbollywood indvsaus indvaus pakistan boycottpathaan boycottbollywoodcompletely,N/A,N/A
1936,gussa kyon hote ho isase jo sacchai hai wo to nahin badale jayegi na tablighi jamaat ke jahil jihadi ne pure desh mein corona virus pahleya ye baat to is desh ka baccha baccha jaanta hai,O,M
2447,tabligi jamaat ke molana aur anya decision makers ke uper desh dharoh ka mukadma aur attempt to murder ka mukadma darj hona chahiye sare desh me ka aatank faila diya hai govt should take them with strictly,O,M
7509,i love you king kohli ,N/A,N/A
4665,aa tu bhi kar ek din fake protest deg temp mein farmers have already discussed it in rounds moodi ji adani dalaali se peechhe hatna nahin chaah rahe kewal itni baat hai,I,L
808,mandir se corona nahi phelta sirf tablighi corona phelate hai,O,M
2046,up mp uk gujrat ke cms ka kahna hae k inn pradeshon mein tablighi jamaat ne corona phaelaya namaste trump tablighiyon ne karaya tha indor men tablighiyon ne corona phaelaya ayodhya mein saenkadon tablighi gaye thy,O,M
6268,wahh kya gyaan de rhi haii ,N/A,N/A
463,aise hi desh ko baanto yahi to kaam hai ab aise logo ka china se paida huye corona virus se desh fight kar hi raha hai ab desh me panap rahe tum jaise virus se bhi desh ko mukt karna hi hoga,N/A,N/A
1957,nahi to fir khali tablighi jamat valo ko corona nikle aap ko sirf tab vaha jamati likhna chahiye tha khun lete hue kya likhdu vaha pr rss valo ne khun diya ye likhdu,O,L
3663,kaise farmers yrshahin bagh k tarah ye protest haibadnam kisaano ko karte haikisaan kabhe kisse ka rasta nai rokte hai aur na kisse ko paresan n karta haithose people are from khalistan and akali dal party,N/A,N/A
800,aur jo tablighi jamat ke failaye corona se mar rahe hai,O,L
3488,aap ki ye fitrat rahi haiye log anticaa shaheen bagh protest se alag dikhte rahe aur aaj ye vote ke liye bilkis bano ke doshiyon ki rihai ke khilaf bolne se darte hain,O,L
1074,aray ye paglo ki jamaat hai apne rajya mein jaise sabko corona ki vaccine pila di hai jo dusre rajyo par dhyan de rahi hai,O,L
145,china jo bole wo tum maan loge corona virus ka impact badhne pr ind soldiers ne petroling kam kr diya jiska fayeda utha kr china ne kuch hisso pe apna tent lga diya usi hisse ka virodh kr rahi,N/A,N/A
1341,ek jamaat hai rss jo corona aur nafrat ko ek sath phaila rahi hai jabtak desh mai evm aur rss ko ban nahi hote rssbjp ka virus desh mai tabahi layega,O,L
6774,lgta hai es momina ko jannat ka churan diya h kisi moulana ne ,I,L
3128,sir ye jamati ban gaye khurafatisab mil kar corona ko maarenga sabhi bhaibahan mil ghar par rahenga bharat kabhi na haarengaye jamaat ka nahi dosh kuch galat logo ne bhara inke andar roshlekin ek baat hai pakki ek din aayenga jab hindu,N/A,N/A
2092,madar chxd tu to bol raha tha tu shah ko hm nahi manta ab kyo bol raha hai caa pehle hota to aaj crore rohingya musalman itna corona naa faiala pate naa hee tabliki jamaat wale samjha gaddar,R,L
7600,aaj atankwaadi tahir husain pakda gaya brab aap ki pol kholega wo brmp sanjay singh shaamil hai bror muslim mla shaamil hai br,R,M
6842,meat aur mass kha kee shaitan nahi jagee gaa to kyaa devta jagee gaa,I,L
3434,ab thoda toh banta hai ye sab ye shaheen bagh and other protest chutki mai nipat jaate,N/A,N/A
5707,sir samjha ke koi faida nahi hai ye log ko jinke ke note mein nano gps chip laga hua hai woh kya samjhenge,N/A,N/A
4764,bhai pathaan flop ho gyi ab jawan movie ki bari hei ise bhi flop karna hei joro shoro se ground level pe boycott karte hei taki bharat ki har nagrik ko pata chale is film ka bahiskar karna hei,O,L
2816,kafi dino se zee news puri duniya ka dna test ker rahe the ab lagta h ye zee news hi najayej h ab iska dna test hona jaruri h kyoki ye dogli zee jamaat corona ka adda hone k bad bhi seez nahi hua h or kanoon ka ulanghan kr raha h ye kamse kam mahine to band rahta,O,L
1004,vaibhav bhai inse door raho jamaat wale hai direct phone se corona send kar denge,O,M
7744,av to filhal ladkiyo ka hostel me nhi kux huaa h pr sir jo ladka logo ka hostel h unlogo me ladai hone ki sambhavana h plzzz sir ya mam help kijiye ,N/A,N/A
2928,dekhiye aap desh ko mudde se bhatka rahi hai corona se related sari zimmedari jamaat walo ko hi lena padegi varna public ulte seedhe sawaal poochne lagegi jaise namaste trump kyon hua january se screaning kyo shuru nahi ki gai p m,O,L
556,savere savere aaj tune tikke lagye hai shayad  aur tum logo ko corona nahi hota hai aisa suna hai corona virus islam se darta hai ab tum log corona jihad kar rahe ho dubai mein tujhe bhaija hoga imrand khan ne corona failane ko jihadi r,O,L
6740, ye bhi indirectly love jihaad kr rhi hai iske kehne ka matlb hai pehle ismaal kabool kro,I,L
1486,sawalo ka jawabhaldane lage ram madhavjhut ka sahara liyahum heijab poocha tablighi jamat ko ku dosharopad kiya corona ke liye,O,M
5716,achha suno yahi media hai jo konsi waalipata hai wo jo keh rahi thi note bandi ke time ki hajar ke note me nano chip lagi hai miter niche tak gps se signal aayega kitne bhare pade hai desh me thal,N/A,N/A
1273,rss wale bhi tablighi jamati ho gaye inka bhi samajik bahishkar karna chahiye jamati aur rss wale dono deshdrohi corona phaila rahe hain,O,M
1412,agar aap log sahinbag me kotha nahi khole hote to abhi lockdown nahi hota aur dusra apka maulana saad ka jamaat aaplog hi corona ko pure desh me failaye hai,O,M
7055,kajal hindustani didi jail se bahar aa gaye ,N/A,N/A
7309,modi raj zindabad,N/A,N/A
1472,hotel toh tabhi khulegi jab tablighi wale sab samne aake apna ilaj krba ke aage corona failne se rokenge aur bharat mei korona ka prakop kaam hoga,O,M
6258,jaha baap beti ko bajata he wo majhab nhi ,R,L
4324,west bengal pe jo karyavahi hui wahi edhar bhi hogi jishaheen bagh fake farmers protest delhi riots jnu amu sab kadi karyavahi desh dekh chuka hai try traptikaran old style,I,L
4748,bohot badhiya news sir jald hi yeh case asli trp chor ko pakadne main help honi chahiye like fake farmer protest of punjab farmer and haryana jinko bhadkaaya hai congri and other political parties ne jaan bujh k to gain p,I,L
4995,pathaan suparhit hogaye boycott gang ke baare mein akele mein kuchh bolie sir asksrk,N/A,N/A
7302,juber bhai ese aap inki fake news expose karte raho,N/A,N/A
3902,jihadi ki accidentally maut ho gayi uske liye bhi inko koi hindu chahiye jise saza ho par ye godhra kaand love jihad me maut k gaath utaar di gayi hindu ladkiyon k liye kabhi nhi bolege hindusunderattack,O,L
982,tabhleegi jamaat k baad bhi inki buddhi moti hi rahegi aisi kaun ka mar jaana hi accha hai we deserve corona,O,M
6791,love jihad ki jab pol khulne lgi to e mansik rogi propegenda chalane lge ,I,L
4088,ye mulle k pille maan nahi rahe hai hindu bhai dekh lo hinduphobic hindusunderattack hindutvaforever,R,H
7059,aare kuch karne ki jarurat nahi waise bhi muslim aurate fida hai hindu ladko par oor haam hindu ladko ko naam badal ne ki dhoka dene ki jarurat bhi nahi jaise sa el katwe pahle karte the hamare ladkiyoo ke sath hindu naam rakhte the par aab sab aware hai,R,M
1269,tere abba kejru bhi to tablighi ko hi jimmedar man raha hai corona spreading ke liyeto kya ab wo bhi secular nahi raha,O,M
6803,ye saab mulle ladki ko sister bol rahe jara sambhal k rehenabc he sab k saab,I,L
269,sir corona virus ke samne sab model fail hai din tak ek case nahi aata phir pata nahi kaha ek dum number aajate hai is virus ka toh china he malik hai,N/A,N/A
655,amit shah bhi tablighi hai kiya use bhi corona ho gaya,O,M
2610,kon se chasme se dekh rhe sahab mp principle secretary bhi corona patients chupa rha tablighi jaisamagar unse apko koi dikkat naibas tablighiyo se haiswara bhaskar ke usi baat se toh bat shuru hui thi natopic pe rahie,O,M
2841,yh namuna hr mamle ko jihad se jod deta hai abhi kuch din phle corona jihad aur tablighi jihad kiye hue tha mumbai high court ke faisle ke bad to ise mafi mangni chahiye mgr phir se jhut phaila kr tum jaise and,O,M
4908,sab bhool kar lordsrk ka dhyaan karo aur pramanad pao is boycottbollywood boycottpathaan mein kuch nahi rakha,O,L
4707,bhai har andolan me kuch sharati lok hote hi hai it does not mean wo andolan hi galt hai and godi media bas fake news dekhde bichre farmers shanti se protest kar raha and apna h,I,L
590,jo log tiktok use karta ha pura india me par wo log ko china pe gussa aa raha ha to tiktok unistall karo china ke beja se humlog ko asa din dhekna par raha ha corona virus ko lekar gussa ha to sabhi indian ko tiktok unistall kar dena chaiya,N/A,N/A
4011,jhatke ki biryani hinduo ko khila kar bhagwa or hinduo ka na apman ho raha bhai protein hi baant raha hai paap thodi hai hindutva hindusunderattack hinduism,N/A,N/A
2719,kya galat bol raha hai o aadmi kuch news channels wait kar rahe hai corona k badte case kisike sir pe baandke badnaam karneke liye tablig jamaat k sath kya huwa dekha ham sab ne charity karo ya na karo aap pe hai lekin ye corona crisis kha,O,M
3423,jaise delhi farmer protest ko handle kiya shaheen bagh ko handle kiya aur bengal mai hindu mass murdering and gang rapes ko handle kiya waise handle karti faltu congress k chamche ko arrest karne se achha kuch important points pe,O,L
4388,hey rahul gandhi fake promsie to farmer and yeasterday land sale kha gya vo bhai up me to badi badi bate karte ho rajasthan me farmer ki land le li sirf rahul gandhi ke jooth ke karan ab tikait protest karega,I,L
7047,jay shrie ram  jay jay satya sanatan jay jay,N/A,N/A
5144,kisne chdi boycott gang ki miyya are apne gauri bhabhi ke saiyya pathaan bhaiyya,N/A,N/A
3173,beta tu modi ka chamcha hai aur agar nahi bhi hoga to godi media ne tere dimaag me kachra bhar diya hai national news par jaakar check karle jitne bhi jamaat the ek bhi corona positive nahi mila tumne,I,L
1809,great sach kadwa hota hai lekin kargar hota hai ye jamaat wale jahil nhi janbuj kar corona faila rahe haiattankwaadi hai kyo ki inki ye study hi terrorist of quran  book,O,M
6889,hala la pe gyan kab cho gi batado,I,L
3642,vo alag baat hai khalistan ki par es tym only farmer protest ho raha hai kisi k paas aap logo ne ak ya koi or weapon dekha,N/A,N/A
5082,desh ko janta ne pathaan dekh liya aur tera boycott kachra ho gaya dinesh desai ki samasya yah hai ki usse lagta hai is crore gujarati chowkidaar chor ke saath hai,N/A,N/A
678,to wo mota konsi jamaat se tha jo use corona hua,O,M
6065,chuslam khud ek sathan hai   ,R,M
5379,hindenburg mere ghar me chorsvb hai usko chhodoadani pe fraud report banani ho to batao,I,L
3348,ye shaheen bagh ke case me andar hai conspirator haikyu jhooth bolta hai victim card wale bhai,I,L
2997,musibat bhi tablighi jamat ki den hy ye muslim deshon me ban hy kuchh log isko terror origination bolte hain fir corona isne jaan boojh ke failaya mohd shad surrender kyon nhi krte april ko india corona free ho jaata hum azad ho jaat,O,L
7557,apko kha se paise milte hai inko bachane ke liye brbrd log,O,L
6940,us admi ko train ke aage fek deta ,I,L
4160,hathras was in uttar pradesh lakhimpur kheri is in jupiter lakhimpurhorror hindusunderattack,N/A,N/A
3946,tanayveer sarfaraz,N/A,N/A
3847,chl nhi rha brother bnaya jaa rha hai hum sirf prayer kr skte hain kuch glt naa ab agr bhar see kuch mob protest me mil jaye aur khalistan mange what farmer can do,N/A,N/A
4102,hindus be like mere sath nahi toh mujhe kya shameful attitude hindusunderattack,R,L
3024,bhai jamaat wale doctor police walo ko maar rahe the unpar thook rahe theyaha tak ki nurses ke saamne nange hoke ghoom rahe thetab isne apna muh nai kholaabi gyaan bantne chali aayijamaat walo ne bharat,O,L
2551,ab sach bhi bolne nahi diya jaeyga is desh main aap report dekhe mam pahle tablighi jamat agar sochte ki hame corona ko rokana hai to markaj k logo ko aage aakar khud appel karna chahiye tha ki chekup karwaye ulta wo har jagah doctor police pe attack kar rahe hai,O,M
1612,in mein se kitno ko tablighi jamaat ki wajah se corona hua hai aaj ka episode is pe hona chahiye kaisa laga sir idea zeenewssealkaro,O,M
6220,proud to be sanatani hindu  ,N/A,N/A
6711,or mardo se nikah krk apne alla lulla ko sukoon de ,R,H
3930,,R,L
6380,jahiliyet on its peak ,N/A,N/A
5020,boycott toh pathaan kabhi hua tha,N/A,N/A
4373,fake farmer protest la yach bai jaaun jaun aag lavat hotya naaani atasagle paliv chai ekwatle support sathianyway aaiklay pakit milatat,I,M
606,jamaat ne corona ko badhya,O,L
3126,i agree wid u sir in jamaat walo ko goli maar deni chhahiye inki wajah se hi bharat me abhi corona itna spread ho chuka hai or apne aap ko corona warriour bta rahe hai abhi bharat corona free ho gya hota aapne sahi bola,O,H
4939,jab hinduphobic film bane toh boycott ka rr but jab antindia film bane like pathaan then usko cr karwa do just indians thinkdoglapanti ki bhi hadd hoti hai,I,L
1469,muddo ko bhatkana hi tum bjp walo ka kaam hisme zaira waseem kaha se aagyiaur tabligi jamaat to ek bahana h tum logo k liye corona me hindu muslim krneka,R,H
5898,ye kya h bhai naya note laa rahe hai kya saaheb ka note ki gps nano chip,N/A,N/A
3814,its farmers protest stop this nowu modi bhakts have nothing else to say despite mentioning khalistan tumare modi or uske bhakton ko ton desh ko dharam k naam pr baatna hi aata haiab jab sabhi,N/A,N/A
6435,i am hindu and i hate muslims girls aur didi ye baat apke bhai o ko samjao jo love jihad karte he jay shree raam ,R,L
3626,to aap bhi unko farmers protest se alag rakhe yeh protest sirf farmers ka hai isko khalistan se mat joda jaye,N/A,N/A
4928,abey bhik mang raha hai chakkianpathaan ko dekh haters try to make film flop boycottnow karma reply to bigots by the way boycottjawan ki trend kab strat kar rahe ho,I,L
7990,bhai thum kitna chatoge bjp ka ,I,L
2156,koi kisi dharam k khilaf nhi,N/A,N/A
2771,shuru se state revenue ka satyanash karte karte muft ka khana pani bijli to mil raha hai na bas khujliwal aur kya karega aur kya cheej ka layak hai woh haan jihadi pattharbaaz ko biriyani khilaya tablighijamatcorona ko panah di,O,M
7656,inn logo ki harqaty shi nhi bihariyo ki ladkiyon ko gandi nigha sy dekht bry hy orr inky adult songs  abb punjab sy bhi marr k bhagagy ,O,H
2078,bhai kitne bhi chori kare koi saja to pakde jane k baad court kachahari prove hone k baad he hoti h na waise kaun janta tha ye tablighi k bare me par famous ho gye ye sab desh bhar me corona baat rahe h,O,M
4072,jab thak trs gadi ka chabi aimim ka pas hai thab thak justice nahin melega hindusunderattack,O,L
5268,pura parivaar hi mc hai bhusewala ka,I,M
3528,farmers protest me to so called farmers bhindrawale ke poster apni gaadi me lgakar ghum rhe the aur jan ko to khalistan supporters ne khalistan zindabad ke naare lgakar red fort ki disrespect ki thi,N/A,N/A
6004,when lies dies islam dies,R,H
585,agar esa pm china main hota to pura china kab ka corona virus se khatm hogya hota,N/A,N/A
3384,aamaadmiparty yahan par kal se atikraman karwa dena apne local mla ko bol kar momos wale battery rickshaw wale subzi wale sapthaik bazar lagwao yaha par fir ye aur khubsuart dikhegi khas kaum ko de do order aspas khali jagah dekh kar ek naya shaheen aur jo muslims bharat mein reh gaye jinhone kabhi koi shaheenbagh jaisa protest nahi kiya ki nahi chahiye pakistan unka ab nahi hai ye hindostane,N/A,N/A
6046,oh my god love jihad or hinduo ka khula dushaman vo log jo mans khate or dharm k nam par marte hai ho hinduo k liye rakshans hai or rakshas ko khatm kro or hinduo k ghr mei ek muslim ladki aa jati hai toh uske bhi per chhukar uski ijjat karenge or mullo k ghar koi ladki gai vo shadi k liye chun li jati hai masjid mei aap ja nhi sakati hai  allah apne ghar mei muslim girl nhi ja sakti or mandir mei ladki or ladke sath or bheed mei bhi ladkiyo kk hath bhi nhi lagate ye hota hai or ram ram ram ka nam lo bohot shanti milegi  jai shri raam,N/A,N/A
3734,tum logo ne bharat ko hindusit an ka name kyu diya tum logo ke baal ka hai kya india yeh protest gm farmers ka hai khalistan ke liye hm alag protest kre ge,N/A,N/A
2795,aankh khol aur delhi dekh dekh teri modi sarkar khud chahti hai ke desh me itna corona phaile ke sare gareeb maare jayen teri nazar me to ye bhi jamaat wale hi honge shayed sun be be sharm bhikhari desh me hone wali tama,O,H
6199,islaam love jihad par khuch bolo,N/A,N/A
5112,bhai boycottpathaan bahut ho gya ab boycottjawan kro please,N/A,N/A
3297,congress aur tablighi fail ho gaye isliye phool barsaya ja raha hai ye phool corona warriors pe barsaya jaa raha hailog maante hain ki modi pm hai isliye desh ab tak bacha hua hai,N/A,N/A
7651,tamil nadu ko india se alag kro jo hindi bhasha bolne pe maar rahe hai woh hindustani kehlane ke layk nahikyon ki humari maatar bhasha hindi hai ,O,M
4648,main wahan bewqoofo ke bich kyoun jawun ap jaisey ke zariye wahan ke sab update mil rahey hain bw jo jo wahan so called suicide kar rahey hain postmortem bhi karaya ja raha hai ya farzi suicide bata ke fakefarmersprotest ke liye zabra,I,L
6367,bhai ye saitan h konn brkahi ye ohi ayesha ki ex to nhi ,I,L
7699,im from up ab yogi aditya naath ji hi kuch kar sakte hai,N/A,N/A
5640,bhai hum to phir wahi k note mai nano chip aur gps wala kuch dekhna chahtey hai,N/A,N/A
345,koi mane ya na mane corona virus china ka hi experiment h jisse sab pareshan hai aur china k pas iski vaccine bhi hai chinahayhay,N/A,N/A
5131,yede kuchh decide kar kattar hindu bolta hai aur pakistan premi srk ka fan bhi bolta hai jo pak aaye din aatanki,R,M
7791,bihar sarkar se anurodh hai ki tamilnadu sarkar ko muhtod jawab dena chahiye ,N/A,N/A
2590,corona agr markaz hazrat nizamuddin ya tablighi jamat se fela hota to ab tak molana saad sahab ki corona se death hogai hoti kiyoki molana ne januarysemarch tak kam se kam lac logo se hendship ki hogi bachna namumkin tha isliye is mahamari ko dharm se na jode,O,M
7503,naveen ka career ka akhir match tha wo uske baad uska career virat bhai decide karnge,I,L
3938,karoron garibon ka paisa loot kr ek admi ko ameer banane ki zid hai hindusunderattack,I,L
7621,quotshaheenquot baug ki  shaan  hamari bahadur mohtermaao maaobehno betioaur khatoone azizanemillateislamiako lakhon salamati aur krodo salamyaa allah yaa rabbulaalmeen in bahadur khatoono ki inke mansoobo main qamyaab karna aur inki hifazat farmaana aameenyaa allahyaa rabbulaalmeen,N/A,N/A
4392,iski bahut bakwaas sun li dande maar maar ke isko jail mein daalo take actions against all anarchists involved in shaheen bagh and fake farmer protest bahut nautanki dekh li,I,M
7951,ab jhut ke liye bhagwa color istemal kiya ja raha hai  waha kiya lul type ke bande pakde hai video banane ke liye,N/A,N/A
91,bhaiitna bhi aankhe mt khol loki kanche bahar aa jaye china kbhi apni casualties nai btata na mena corona virus me na abhiaur uska media wahi bhonkta h jo government bhonkta h yaha ka tara,O,M
3774,sharam hai kyadiljit baap hai tera farmers shantmyi protest kr rahe haikoi khalistan shbd use ni kia unhoneor bhindrawale sant ki history pdh pehle fr bhonkiosalia weed peeke bkwaas krne lg jati haikangana ki chamchiflopdustbin jese muh wali aah thooo,O,M
7633,itna lamba vedio krne ki kya jarurat h itna music de kr vedio bara krne ka isi liye boring lagta h please ye mere request h aisa mt krye,N/A,N/A
4962,hn aur aap jhaant brabar bhi nahi isliye to pathaan ko boycott v nahi kr paye itna poster fada hungama kiya aur kya result hua cr,O,L
3922,punjab mein khalistanio ne chandigarh police pe attack kar dia aur sarkar se kuch nahi ho paraha durga maa ki beizzati kardi se kuch nahi hua hindusunderattack in punjab punjab burning,O,L
2118,corona tablighi yo ne nahi priye modi ji ne namaste trump ke time par ek jaga logo ko ekatta kar kar phelaya hai aur isi bat ko cover karne ke liye godi media ne tabligiyo ko target kiya,O,L
4236,shahrukh ka ab sartansejuda nahi bol sakte kya jharkhand hindusunderattack ankita murder,I,L
6079,jai shree ram ab sala shdi krne ke liye b conversation kro  isse better shdi mt kro kro proud to b sanatani,N/A,N/A
4585,jab tum jaiso ko samajh nahi aa raha ki farm bill sahi hai to phir hamen kyun na lage ki farmers protest fake hai aur woh bhi bas punjab mein hi explain it first why punjabis are desh ke dushman,R,L
7044,ankur bhai aap hame ye muslim ladki patana sikhaobrmai dalit hindu hu aur hame bhramit kiya jaa raha tha tab aapne hame hindu banna sikhaya brthank you so much brnamo buddhay brnamo naraynaay ,N/A,N/A
948,corona phele aye wala hai or jamaat tu ek zariya hai nakaami chupane ka,O,M
5036,abe dale beiman tu hai pathaan ke time pe sab se jaada boycott tum chakis kar rahe the ab ab pathaan collection dekh kar chakis ki jal rahi hai jalo salo aur tum kar bhi kya sakte ho jadi jaln hogi lagi to escot cream laga le bornol kaam nhi,I,M
3170,and sun bhadwe nahi check kar paaye lakh logo ko kyonki jamaat ne tourist visa pe bula ke sabko masjid me chhupa diaab jab sab corona se marr rahe hain tab bhi tumko akal nahi aayegi kyonki t,I,L
4240,usi samay kuchal dena chaiye tab khud meat ban jata,I,M
884,yeh corona nahi aasan itna toh samajh lijiye ek jamaat ka dariya hai aur chamaat maar ke jaana hai ,O,H
4636,jaisey news amp programm ke bich mein advertisements hotey hain amp aisey hi fakefarmersprotest mein bich bich mein farmers bhi the jo ab wapis ja chukey amp ye th jan tak picnic mananey aye,I,L
4476,tu tune gand marne ke liye tweet kiya ek hi word ata hai kya mandabuddhi khud hate failata hai aur dusron ko bolta hai ja jake protest kr fake farmers ke sath timepass kr mast,I,L
4642,fake farmer protest khailstan support chutiya rahul gandhi,I,L
3505,delhi mein hote to shaheen bagh jaisa road jam karte waha par modi ka muh band ho gaya ek chote se protest ki itni badi sazaa,N/A,N/A
5588,kya yar bar bar ekk he cheej bhej rahe acha haa har tweet ka rupay milta hai na chal chod tujhe mein nano gps chip wala ka send kar raha,N/A,N/A
7333,narendra modi jindabad tha hain aur rahegabs,N/A,N/A
5908,namaskar dosto ye kabhi impotant video hai so ise pura dekhe isme mene aapko bataya hai ki nano gps chip k,N/A,N/A
5346,wo rahul gandhi ne desh ko badnaam kiya chillayege tm adani chor hai chillate rhna adaniscam adanihindenburg modaniloot,I,L
4777,are tere jaise fans se imandar to koi ho hi nahi sakta jo pathaan boycott ke time boycott gang ka muh me leke ghum rahe the aur aryan ke case time bhi dekhi hai tumhari aukat,I,L
5331,us me big bank collapse ho gaya hai rd bank collapse hone wala hai aur ye hindenburg pata nahi kya research karta hai apna us ka bank me gadbadi isko dikha nahi aur isko adani me gadbad dikh gaya,I,L
5730,modia matlab chhee news dangai tihadi chaudhry nano gps chip wala ka note wala modia dekhte raho aur chutiye bhakt bante,O,L
5613,sahi hai bhai zee tv pe boht maza aata hai mujhe wale note mein nano gps chip jaise jokes aate hain,N/A,N/A
