Id,Tweet,FAUX
2468,china america italy spain aur baki desho main to tableege jamaat nai hai waha pe kisne failaya corona madam thoda dimag lagao abhi tak logo ki corona death ho chuki hai in main se kitne jamat k the in ka theekra kiske sar f,Fake-Hate
680,or agar corona kisi or se fail gaya to ilzaam kispe answer tablighi jamaat,Fake-Hate
4479,ye saale fake farmer protest wale achanak se dislike marna shuru kr diye haisubah k dislikes the the aur ab k bellbottomtrailer,Fake-Hate
742,ram kya kar raha tha jab tablighi faila raha tha corona,Fake-Hate
1212,are kitna ro raha hai bhai biryani nhi mili kya jao shaheen baug try karo corona biryani jamaat wali,Fake-Hate
6041,chusliman,Fake-NonHate
5610,aajtak walon ko bhi ke note mein nano gps chip mila tha,NonFake-Hate
5328,creditsuisse jab apna ghar kanch ka ho toh auro ke concrete ke gharo pe pathar nhi mara karte adanihindenburg zeebusiness,Fake-NonHate
2901,in charo per mukadma ho ye log aaj din se sirf jamaat ko hi dosh de rahe hain corona pandemic k liye,Fake-NonHate
3259,tu bhi tere modi ki tarah gobarchaap phele toh media ko paise deke jhoot felaya edited video se ki mulana aur tablighi jamaat ne corona felya agar mulana sahi mein galat hota toh ab tak jail mein hotajhootbkibaur,Fake-NonHate
568,china ek taraf chamgaadad testing se corona virus ijjaz kar raha tha aur saath apni economy ko darrusat karne ki tyaari bhi kar raha tha duniya ki aankhon mein dhool jhonkne ke liye usne corona ka asar wuhan mein dikhaya jo chund dinon mein samaapat ho geya cont,NonFake-Hate
1874,abhi sb cheeje tu dharm ka chashma lagakar dekh rha bhai ek baar sachche man se dekh usne kya galat kaha desh me corona positive tabligi jamaat baale hai,Fake-Hate
649,dekho kaise tablighi jamaat fila aha corona,Fake-Hate
2597,begherat motassib jealous sindhi shia hokomat ka leader bhalabul zardari karachi ko new york jesa corona affected banana chahta he tablighi jamat ko to corona phelane ka zimmedar banaya but apne bap irani shia jo aakar karachi me har gali muhalle me phail gaye koi bat nahi,Fake-Hate
1718,omg hamare desh ka durbhagya dekho mahamari me bhi jamaat ko source le kar bolna padh rha haiab ye bhi bol do dunia me corona ka single source hai na ki chinese ka naam liye,Fake-Hate
6635,gadhi isse ghar wapsi kehte hain converted jahil,Fake-NonHate
2844,bhai ye baat saaf hai ki corona air travelers k zariye desh me aaya jamaat me bhi kuchh log videsho se aaye jinse jamaat k dusre log infected hue hamari sarkar jhuta dawa karti hai ki airport par sabki screening hui sarkar to trump k swagat,Fake-Hate
1393,ha jo tabligi jamaat wale to thuk kar or corona virus fela kar jo desh sewa kar rahe h un bhadwo k liye kuch bhok le suvar,Fake-Hate
7583,i think government ko rule bana dena chahiha ki muslim ka flag orange colour me hona chahiha,Fake-NonHate
5900,nano gps chip via,NonFake-Hate
5334,kuch ni hua bas adanihindenburg,NonFake-NonHate
5971,ayesha ke sath kand karne wala bhi shitan hi tha,NonFake-NonHate
6113,hame to ismal ka ek hi matlab pata hai chodna ladki na mile to kutta billi gadha suar kuch bhi chodna or mar jao to allah dalal se hure lo or fir chodna matlab islamchodna,Fake-NonHate
490,china me december me malum huva corona virus ka feb me apni sarkar ne visit visa aur tourism visa par rok kyu nahi lagayi nahi lagayi ok airports pe checking me kyu utna laparwahi,NonFake-Hate
494,hamaare mulk ki phikr chhodo aur apne mulk pe dhyan do apne logon ki jaan bachaane ke baare me socho jo ki tumhare nazayaz baap china ke phailaaye corona virus se mar rahe hain,NonFake-Hate
691,corona se jyada khatra tablighi jamat se hai inka kuchh kijiye,Fake-Hate
5611,jaise sudhir chaudhary k note mein nano gps chip laga deta hai,NonFake-Hate
603,tablighi jamat ne hame sirf corona diya hai,Fake-Hate
1912,aaj india mai agar corona virus itni teji se phela hai to woh kuch logon ki bewakufiyon ke wajah se aur woh bewakufi jamaat walon ne ki hame lagta hai jamaat ko india mai ban ban ban kar dena chiye,Fake-Hate
7199,sochta hun agar yha muslim nahi ho dalit na ho to sawarno ke pass kosi mudda bachega,Fake-NonHate
3962,sab yaad hai kashmiripandits kashmirihindugenocide hindulivesmatters hindusunderattack,NonFake-NonHate
7538,aray bhai ye flag pakistan ka nhi hi hum muslims ka hi jo pakistan khud ka flag bana ke rakha hi muslims ka chand tarah with green flag hi kaise kaise log manipulate kr rahe,NonFake-NonHate
5677,bhaiya nano gps chip kidhar hai ki note me,NonFake-NonHate
6576,islaam chutiya h or rayga hamesha,Fake-NonHate
3904,bjp hinduwadi party aaj bharat ke musalmano ki pehli pasand ban gai hai triptilarn ka result aa gaya hai hinduon tum koi or party dhondh lo hindusunderattack hindurashtra hindutva,Fake-NonHate
5488,isko bol ke hindenburg ka kuch karwa bhai bahot loss ho rha,Fake-NonHate
2367,pratyaksh ko pramaan ki aavashyakta nahi hotiab inhi me se kisiko corona ho or ye sabke ghar ghar jaa rahe or inki wajah se corona faile to kya media me sara din bjp jamaat ki khabre chalwayenge,Fake-Hate
1188,abeyyy ye kya corona cases badhne pe pakistan aur dawood ki yaad aa gyi ya tablighi jamaat se maafi maangne k naam par,Fake-Hate
275,corona virus se pura world pareshan hai siwa china ke aisa kyon,NonFake-NonHate
4540,jai shri ram sharjeel kya hai na humlog fake farmer protest ko jayda seriously nhi lete jo real farmers hai wo apne kaam me lage hai aur jinhe paiso se pyar hai wo dharne par,Fake-Hate
4620,tab naya protest shuru hoga aur fake farmer protest khatam,Fake-Hate
1362,musalman aur jamaat ko badnaam karne wale dalal media yah kya hai corona ko badhava dene wale hinduwadi media inko nahin dikhegi,Fake-Hate
3878,hindusunderattack government ko bus vote se matlab hai in ki aulad ko hindo ko ak hoke saaf krna hoga,Fake-Hate
1527,us se india delhi ke civil lines wapas aayi ek mahila ke pariwaar ke log corona positive paye gaye bahadur babita fogaat batayein yeh kaunsi jaahil jamaat ke log hain,Fake-Hate
6514,yar inn aurton ko ghutan nahi hoti,NonFake-NonHate
4079,sir kyu hindu ke base pe movie banaye asa tho islam and christianity me bhi hai darga keliye chadar lete hai and christians candles lete hai tho unke base pe film banaoboycottbollywoodcompletely bajrangdal hindusun,Fake-Hate
7878,bihar wale maar isliye kathe ha ku ki inhe bath karne ka ek rs ka nahi atha ma chhattisgarh se yaha illetrate bihari itna akad ka bath karte ha jese pura area inhi ka baap ka ha brpehle kudh ki galti dekho phir dusro phe ungli utha ho,Fake-Hate
1552,tablighi jamaat ki vajah se case increase ho gae varna april tak corona mukt bharat hota,Fake-Hate
331,please aap iss khabar ko gambhirta se le china ki ye chaal ho sakti he indian army me corona virus failane ki,NonFake-Hate
7520,abeee tu bahut bak bak bhut kr ta hai sala direct point ka baat kr bhai,Fake-NonHate
1338,mubarak ho modiji kii dostii ka inaam hai trump kii taraf secorona ke sath lakho aayegekounsi jamaat ka naam denge,Fake-Hate
3957,mere aankho me aansu aagaye gala bhar ayajay shri ram mujhe sanatan dharm par garv he jago hinduo jagobageshwar bageshwardhamsarkar sanatandharm islam kuran hindusunderattack sanatandharmhisarvashresthahai boycottbollywoodcompletely,NonFake-Hate
946,main baat ye hai k tablighi jamaat china k sath aur pak k sath milke corona failaya,Fake-Hate
7506,ye naveen bas popular hona chahta hai vrna us kaand se pahle koi nhi janta tha ise or ab sab jan ne lag jaye hai,NonFake-NonHate
2251,tablighi jamaat ke khilaaf sabse bada action to government khud hi le rahi hai uske khilaaf kaun fir kar skta h i support babita aur hmare desh me corona suvar jamatiyon se hi fal rahaa hai,Fake-Hate
7007,omg koi noksaan to nahi hua,NonFake-NonHate
802,which jamaat has contributed more corona ek baap ki aulaad hai to jawaab de,Fake-Hate
3934,ye lic ka insurance kaise karte hai lic adani gautamadani adaniscam adanigroup adanigate hindenburgreport hindenbergresearch hindusunderattack adanifpo,NonFake-NonHate
2347,abey sala bhadwa rajatsharma tu nahi sudhrega tera baap trump aaya tha maloom lakh log ikhthhaa hue the dalal aaj gujrat me sab se jyada case hai corona ke jimmedar jamaat ko hi bolegahud he nichh ta ki,Fake-Hate
69,corona virus ya china virus ye virus china ke dwara janboojh kar failaya gaya sochiye agar bharat ki maleriya ki dabai nahi hoti to kya hota ye sidha aakraman hai china ne lakho americi ko mara hai america ko chahiye ki china par attack kare,Fake-Hate
5866,ye wo hi patarkar hai na jo ke note me ngp nano gps chip dhund rha tha mil gyi kya bura haal hai chamchagiri ka,NonFake-NonHate
5695,yaar mere k note me nano gps chip nai mill raha can you help me find it waise bhi aap log bhi free hai aaj kal lockdown mayis mediavirus godimedia,NonFake-NonHate
2785,mujhe to ye bhi samajh nahi aata ki tablighi jamaat ke in logo ko bachane ke liye jo ki khud ke saath doosron mein bhi corona failana chahte hain aur khud shaneed hona chahte hain unke liye doctors or nurses etc ki jaan ko kyun jokhim me,Fake-Hate
1599,kam dimaag ki auratjo list dikha rahi housme se sirf jamaat se hi corona kyu fela ye bataoye hi to puch rahe hor tera chacha farar h,Fake-Hate
4206,ye janab likhte hai ki agar shahrukh doshi ho arey macharchodo ek insaan ko jinda jala dia tumhare kaum me ye kaun sa punya hai ankitasingh ankitademandsjustice jharkhand hindusunderattack,Fake-NonHate
6888,just to justify ishlamik terrorism this penguin defaming bharatiya culture whatever you try bharatiya koi tukro katke fridge pe nahi rakhta kyunki tum log atankwadi terrorist rapist ho aur rahoge aur sun lo kyunki tum log kuch padhi likhi ladkiyo ko brainwash nahi kar pa rahe ho to une jan se marna suru kar diya rape karna suru kar niyebrbrsale desh choro sab ke saab terrorist kahike,Fake-NonHate
5196,boycott jawan likh salee pathaan ka aur boycott karna ka jarurat nehi hai,Fake-NonHate
1504,acha in logo ne maann liya h k tablighi jamaat walo ko corona hua ta pahle toh yeh ye bi nahi man rhe te koi jamati ko corona h,Fake-Hate
6246,teri maa ki chut brsakina toh tara singh ke lund peh hi achi lagti hai,Fake-NonHate
151,china kabzaa kar chuka k m andar takcorona virus peak pe hai modiji yoga pe bhasan de rahe hai kaisa pm chuna hai gadho ne,Fake-NonHate
2805,jampk me rape ke bad hindus ko gali nhi di gyi han pr sbne use shame kia tableegi jamaat pr koi himayat nhi le rha unki sawal sirf itna tha ki logo ne use poore islam se jod kr gaali di unhe islamic terrorist kha corona jeh,Fake-Hate
4857,pathaan ki promotion free mai bajrangdal aur boycott gang ne pore india mai ki jin ko pata bhi nahi tha unko bhi pata chal gya aur isse liye news channel pe free mai aa raha tha srk ne kuch nhi kita aur pathaan ki total collection,Fake-NonHate
2087,abe ghandhi parivaar k chamcho agar tumhare rahul khan ke chahete tabligi jamaat wale na hote to corona shayad itne din na chalta thoda common sense laga leteaur ye rahul khan agar pm hota to wo kya karta ye bata do zara,Fake-Hate
7292,fact check to bahot kam log dekhte hain ye video instgram twitter telegram whatsapp sab jagha chal rahi hai,NonFake-NonHate
2260,trump se pehle corona ho chuka thatrump aya corona nahin aayakanika kapoor aayi to corona nahin aayashradhalu fas gaye to corona nahi huafir tableeki jamaat pe ungli q uthai jaa rahi haihindu muslim q kar rahe hain,Fake-Hate
3940,chatrapati shivaji maharaja ke dharti pr tipu sultan ka naam nahi sahega hindustan hindujanakroshmorcha hindusunderattack hindulivesmatters,Fake-NonHate
7732,tamilnadu bhosdi wale log pagal ho gya hai log jaan se maar de rahe hain log bhai logo ko kat diya bhai,Fake-Hate
7233,bhai kab tak social media pe hi ladte rahenge bhai talwar nikaalne ka samay aa gaya hai ab,Fake-Hate
4169,tum logo se bar bar kha hai har bar kha hai ki kayde mai raho gy to faydy mai raho gy kya zaroorat thi mahavir akharay pe pathrav karnya ki ab bhukto ab hindu jag raha hai to ya to sochna mat tum log jhoot fyalao gy or jhooth fy,Fake-NonHate
860,magar anjana maim hindustan me to tabligh jamaat ne corona felaya hai fir yeh chin kaha se agaya hai,Fake-Hate
7537,wahh bhai wahhaa quint mera ma ka bhosda,Fake-Hate
4984,didi thoda dekhotumlogboycott gang ki kitna kaushish tha ki pathaan film ko flop karenge lekin kya huwa boycott gang ki baap hain srk pathaancrworldwide pathaancro,Fake-NonHate
7270,tu bhi to yahi karta hai dusron ki purani tweet screenshot dete rahte hain,NonFake-NonHate
4813,or abki pathaan ki tarha sirf nahi crs business chahiye jawan ka tabhi flop mani jaegi,Fake-NonHate
4120,nahi pasand aa rha hai logon ko mat jao kyun harmony kharb kr rhe ho apas ki proudlyindian hindusunderattack hindulivesmatter,Fake-NonHate
5949,tum logo ke baap hie tum logo ko butkha pehna kar allah ke bando sein bacha rahe hei kyuki tumhare mohammad nea toh mooh bole bete ki biwi taak ko nahi chora aurat be akal kabhi kuran ka khud translate karke samjhti toh pata lagta na arbi mein likha kuch aur tumhare molvi batate kuch aur hei,Fake-NonHate
367,china ne puri duniya mei corona virus ka plan strategy ke tahat apne mission ki tarah se pahle hi jisse puri duniya aaj aaj bahut badi musibat mein phas gayi hai iska ilaaj hi hai ki isko sambhal karke tabah kar de barbad kar de tu hone wala hai jaldi yah requirement hai samay ki,NonFake-Hate
1433,nahi mittro se hi achhey din aa gaye hain corona sankat mein tablighi jamaat ka nahi pakistan ka hath hai,Fake-Hate
4302,saal me kuch nahi kiya bas ab elections jitne ka yahi ek tariqa reh gaya hai in haramiyo k paas,Fake-NonHate
5614,bhai yaar tu rehne de ki note me nano gps chip waletu news anchor nahi dallal hai,Fake-NonHate
1780,kis kaaran aaj ye corona fela hai jara uspe bhi dhyaan de sirf sarkaar par arop lagane se kuch nahi hoga kya aapne ek baar bhi tablighi jamaat ka zikr kiya ya unhe doshi thehraya,Fake-Hate
4891,aaj jab akshay kumar ka movie disaster hua tab ja ke ye log bol rahe janta kyu nahi jaa rahi hai srkian aaisa kyu kar rahe to mc tum log jab pathaan aane se pahle kitna boycott kiye aur to aur cinema gharo me jakar tor for kiya ham log kuch nahi bhoole hai sharukhkhan srkians,NonFake-NonHate
7246,at least you should check the news before posting our eagle eyes is andhbhakt eyes not sufficient to differentiate in old and new news,Fake-NonHate
1819,indian media is so stupid bata rahe hain ki pakistan ke maulana tareek jameel aur imran khan mile hue hai aur tabligh jamaat ke through corona india mein phaila rahe hain where is the world going,Fake-Hate
5119,pathaan movie ne sab andbhakto ki phaad di hai kya lagta hai abhi andbhakt aur boycott gang kya kar rahe hoge,Fake-NonHate
842,gujrat me corona blast hua din me positive mile he kya wo bhi jamaat se aaye he,Fake-Hate
2705,now its corona jihad by and zee news they are the masterminds behind tablighi jamaats corona spread suutro ke havale se khabar aai hai jin suutro ka havaala de kar sudhir chaudhary apni fake propaganda news chalate hai wahi suutro ne hamein bhi bataya hi,Fake-Hate
1190,or saalo tmlog ka kyaabhul gaeeaaj desh ka jo halat h to corona tmlog ka deen hbhul gae jamaat wale kaand,Fake-Hate
176,phele corona virus se thik hona hai phir china ko inch ka seena dikhana hai,Fake-NonHate
4440,yes yeh fake farmers protests ka parda faas ho hi chuka hai th jan ko lal killa pe farmer protestors jo kiya poora desh ne dekha hai isiliye jo lakhimpur mein hua uska aam public farmer protestors ke virodh mein h,Fake-Hate
7522,indian youtube ajkal kya comedy kar raha hai,NonFake-NonHate
618,jamaat ko bhi maat milegi corona ke sath,Fake-Hate
2094,inse corona nai failega ye kaam to sirf tablighi jamaat wale hi kr skte hain or koi media channel ise dikhaega bhi nai inke aaka jo naraaz ho jaenge,Fake-Hate
3309,sahi sir mujhe ummid hain tablighi jamaat corona kand ki schchai aap ujagar karte rahenge jammat ko dharmik aadhar per samarthan karne walo ko aap karara,NonFake-NonHate
5818,ek bar nahi bar defamation case karna chahiye pe ek case to ke note ki nano gps chip wale episode pe bhi hona chahiye,NonFake-NonHate
3820,sare khalistan terrorists mar gaye hain to farmer protests mein khalistan ke naare tera mra hua baap aake laga raha tha,NonFake-NonHate
83,tab tak corona virus ke lakh se upar case ho chuke honge china ki ghar vapsi ho chuki hogi etc etc,NonFake-Hate
5741,ngc nano gps chip,NonFake-Hate
3209,bus badsha bhai buss aapki akal se pata lag gya tablighi jamaat ne kuch ni kia wo to bhagwaan hai actually modi ne hi corona ki baarish karwai thi k,Fake-Hate
817,maafi chahta hun kya aap bhi tablighi jamat ke hai kya sharmaji jo corona ho gaiya thaa,Fake-Hate
1031,media walo ne samjhaya tha ke jamaatiyon mein corona virus hai phir amit shah ko jamaat mein jaane ki kya zarurat thi,Fake-Hate
4085,safai abhiyan toh se chalaya hai kashmiripandits ko khatam krke manoge kya,Fake-NonHate
301,nitin ji aapne bilkul sahi kaha yeh corona virus artificial hi hai na ki natural jise china ne hi banaya hai,NonFake-Hate
4459,no sympathies for captain paying the price of karma of fuelling fake farmers protest bhagwan idhar hi hai aur ek baat modi ko challenge karnewale khud hi apna satyanash kar leta hai,Fake-Hate
1473,tablighi corona leke poore desh mei gaye aur khud ko chhupaya ye log ek hi jagah aaye aur test ke liye volunteer kiya ki bhadash nikal rahe ho,Fake-Hate
284,china walo corona virus faila hoga chamgadado se humare yaha toh jahil news wale faila rahe hai,NonFake-Hate
2029,isma se tablighi jamaat walo ko alag kar lijiya jaldi se nhi to ya log corona fala dega or ya kaam police nhi kar payage abpnews zeenews aajtak indiatv republicnews wala srif kar sakta hai,Fake-Hate
5790,ngc nano gps chip state of art technology,NonFake-NonHate
6631,yee to wo wali baat ho geyi chor kotwal ko date,NonFake-Hate
6348,q kare kubul,NonFake-NonHate
2916,sikh sadhaluo se jamaatio ko milaya ja raha hum logo ko coronavirus hoga to chhupange nahi khud hospital jayege tourist visa par jamaati banane nahi jate hai thookmootgoo patthar bantabligijamaat arrestmohammadsaad jaheeljamaa,Fake-Hate
1814,nahi bhai ye tumhari prajati ke logo ne jo jamaat bithayi thi uski dene hai jhoot bolo tum patthar maro tum nange ghumontum aur corona failay modi wah re bewkoofo,Fake-Hate
1272,mazdooro ko bhadkao corona ko tablighi secularo dwara failao aur fir nautanki shuru karo ye ho gaya woh gaya,Fake-Hate
5467,adani apna bhai say dekh raha hai na vinod hindenburg kya kiya adani ka dost tension mat lo hum tumhare sath hai sab bech denge dost kon hai malum hai na,Fake-NonHate
6122,musalman hona ek sharam ki baat haigattarchap dharam,Fake-NonHate
5857,ke note me gps nano chip ki khabar bhi z news ne batayi thi bhai ilaz karao apna kahin,NonFake-NonHate
5959,subuhi khan ambar zaidi are sanatani muslim because desh se bara koi dharm nahi hota jay hind jay bharat,NonFake-NonHate
7275,galat khabar felane walo pr karyewahi honi chahiye,NonFake-NonHate
4048,jab tak isko badwe divyakirti ko saza nahi hogi hindo par attack hota raega bandrishtiias hindusunderattack,Fake-Hate
3151,to afwah bbi aap hi udayi thi ki ghar jane ke liye bus mil rhiafwah udi to najaake fact check kr ki jamaat ke wajah se kitne log corona hue aur kitne harami hai jammat ke log jo doctors pe thuk rhe hain pat,Fake-Hate
821,suna ha ki zee news ke jamaat wale sambit patra ko corona positive kar diye hai,Fake-Hate
2314,mujrim desh ke naagrik nahi jinhe corona lipat gayamujrim wo jimmedar log hai jinhone videshi corona ko deshi airport se andar aane diya aur logo ke saath saath jamaat ko bhi corona ho gaya sarkar inko wazib muaawza de,Fake-Hate
2009,corona virus india mei utna zyada aur utni tezi se nahi phaila jitni tezi se aur jitna zyada tablighi jamat ke khilaf jhoot aur nafrat godi media ne phaile hai in logounke paas zameer naamki koi cheez hai ya nahi,Fake-NonHate
4831,abhi aryan khan case aur pathaan boycott ke time dekhi hai tumhari aukat jo tumne takle ka muh me rakha tha,Fake-NonHate
2643,rally karne se koi corona nhi failta corona masjid mein namaaz aur eid ki shopping karne se failta hai jamaat mein jane se failta hai inki ralliyo mein jama bhid se corona ki vaccine banti hai specially bjp ki rallies se sirf vaccine banti baki koi aur party se corona failta hai,Fake-Hate
4311,ajmer sex dargah,Fake-NonHate
7290,nasl e haramiyo k paas elections k liye koi mudda nahi hai sirf nafrat hi ka sahara bacha hai,Fake-NonHate
2306,to ap kya chate hai tablighi jamaat ne jo galat kam kiya hai uske injalam unpar na lagya jaye sabhi kah rhe hai jamaat ne corona failaya hai par apko sunai de rha muslimo ne failaya hai to isme kya kiya ja sakta hai,Fake-Hate
4276,maderchod goo kha rahe hai sale inse satta se door raha nhi jata hai ese to tum jeevan mai nhi jeetoge bhadwo,Fake-Hate
6770,i am speechless,NonFake-NonHate
100,hii modi sir china ne he corona virus ko banaya hai aur bohot virus bananya hai aise sunna hai maine isliye sir please jo vohan lab haina uss mi hai hoga vo vohan lab he destroy krdo ni toh china aise virus chodta he rahega aur pure world ko,Fake-Hate
4697,road pe chalte chalte protest ho sakta hai lekin road rok ke baith jana ye bhi constitution ka violation hai fake farmers ne pahle hi kah rakha tha ki wo delhi bandh karenge isiliye roke the,Fake-Hate
745,are bahen corona kya tablighi jamat wale laye yaa tumhare nri yar laaye,Fake-Hate
7681,are bhai news bnane se pahle jach kerte ve ho ya bass afwa ko dikha dete ho kuch v,NonFake-Hate
7399,waaah kya naya bharat hagar olympians k saath aisa ho sakta haifir to kisi ki koi aukaat hi nhi hai desh meinnaye parliament ki badhai ho,NonFake-NonHate
4271,apne area me kyu krwayenge opposition vale,NonFake-NonHate
481,corona virus se maro tum apne masjido main yahi chahte hai tumhare wazeereazam china ne chaddiyon ke mask bheje hai na tumko chinanebatayachutiya,Fake-Hate
5325,lakin hindenburg aur sorosgang goonga ho gaya unki duniya ujjad rahi hai aur unko india aur adani ji ki barbaadi ki padi hai lakin indian sorosgang ab kya karega kisse funding lega ab toh chinese banks pe crises aaya hua tha,Fake-NonHate
7760,cm ki galati,NonFake-NonHate
5937,ye saale mulle,Fake-NonHate
1158,maine suna hai geeta phogat mam jamaat mein gayi thi isiliye unko corona positive hai kiya yeh sach hai,Fake-Hate
6708,jute majab hye eslam,Fake-NonHate
5258,jab us mazhab ke aaka ne hawas ko hi mazhab bna diya to uske vahashi chele bhi waisa kar rhe hain chun chun ke dharti se bojh kam karna pdega,Fake-NonHate
5905,ye aukat hai nano gps chip se lash ke note ki,NonFake-NonHate
1438,ab chikal tak jamaati hi har samsya ki vajah honge pure din ho gaye jamaat wale mamle ko or corona ki kahani matra din ki hoti hai,Fake-Hate
2415,ab is jamat pr ap dalalon ki kya roy he ye sanghi jamaat hebole to ab corona gayab munh me kis ka anana gya he m,Fake-Hate
4687,agar ye kisan pure desh ke hote to hame bhi lagta ki sarkar ki nitiya galat hai par ye sirf adhiktar punjab hariyana aur rajasthan ke hai kheti pure desh me hoti hai aur sarkar ki nitiya sabke liye hoti haithode bahut logo k liye nahi,Fake-Hate
403,sir corona virus bhi kitna samajh tar hai sirf mulla aur kattwa ke pass jata hai na china ke pm ne kaha hai ke corona virus jamat ke waja se aaya jawab jarur dena haan,NonFake-Hate
5441,bbc ki report hai modi sahab par hindenburg ki report adani seth par fir isme bharat par hamla kaise ho gya bhai yahi nhi samjh pa rha hu please samjhao mujhe,NonFake-NonHate
2196,ye konsi jama t ke log he kahi ye tablighi jamat ke log to nahi he na kahi ye corona jihaad to nahi fela rahe he zara check karke jhuth fela dena shayad aapko koi muslim mil jaye nafrat felane ke liye,Fake-NonHate
950,tablighi jamaat wale zoo mein gaye the honge essi liye zoo k tigers ko bhi corona ho gaya,Fake-Hate
3834,upar waali tweet protest krne waalo ke liye thi ki jo wahan pe jaake farmers ke saath rehke khalistan bol rahe hai woh galat hai par apne aap mein ye maang galat nahi hai agar peacefully ki jaaye sahi rights na milne pe,NonFake-NonHate
2068,sharb ki dukaney khol kar social distancing aur curfew ka rules tod kar jo kiya hai agar ab corona k pateints zyada badengey to iske zimmerdar tum hongey tablighi jamat nahi ye upper wale ki lathi samajlena,Fake-Hate
4152,kahan tak evam kab tak bhagoge hindus samay aa gaya hai ki ruko mudo shashtra uthao evam vaar karo shatru ke upar shatrubodh hindusunderattack,NonFake-Hate
5608,ke note nano gps chip,NonFake-NonHate
669,arey jamaat wale corona faila rahe hai punish them,Fake-Hate
219,china people me to yeh bhi dikha raha hai ki corona virus china se ni aya hai or bbc hei bacha hai jise china kharid ni saka to ab whatsapp se bhar aao,NonFake-Hate
3367,prabhushaheen bagh ke langar walo ka kya karein,Fake-NonHate
7700,mere husband bhi hai tami nadu me hai help,NonFake-Hate
1963,jab hazaaro logo ko corona positive report aaya tab to tune nahi pucha yeh sawaalkiu tab relevant nahi kya yeh ya tu ruka tha aise kisi ko ho tab puchega jaahil jamaat ka leader,Fake-Hate
5373,tu to samjhdar lag riya hai bata svb ke doobne mein hindenburg ka kya role hai ya nahi hai tu adani ko defend karne ke liye svb ko ghused raha hai teri logic se lag raha hai ke tu ravisankar parsad ka ristedar hai,Fake-Hate
6358,saitanbrbrbrkahi abbu hi na nikle brbr,Fake-NonHate
2214,aap khali boliyega mat app to khol ke bhi khade ho jaiyega aaj bhi ye sachhai ki corona cases badhne ka jimmedar tablighi hi hai kyun ki kewal tablighi ki wajah se hi desh me panic faila aur corona ka spread out hua,Fake-Hate
2634,tu v to jamaati hai ilaaj to tera v nhi hua hai corona ka puri delhi to tumne or tere jaiso ne aaj marne ki haalat me la diya jamaat ne sirf muslimo ko corona beemari di or fir purey delhi ko shaheen bagh of jamaat ka fal kh,Fake-Hate
1660,sharm to kejriwal ji ko bhi ani chahiye kiuki woh bar bar jab corona mariz ki listing karte to tablighi ko alag se ginte aisa maloom ho raha tha kejriwal ji us cm nhi h,Fake-Hate
4863,wo toh oscar ke chalte hype mila baaki aukaat toh tumlogo ko tumhari dekhne ki zarurat h rrr ka phase chalra h kitne saare premiers n promotions hue h abhi toh pathaan apne phase mei h rrr ka boycott nhi hua j,NonFake-NonHate
5366,chale thi adani ko mitanepata chala khud ki naya dub gayesiliconevalleybank adanigroup hindenburg,Fake-NonHate
5308,galat aap mein kejriwal ne mla nhi paal rakhe hain wo unko badhiya kr de to bhi maalik ko nhi karenge,NonFake-NonHate
5486,ab godi mein beethaane ke liye bhi zabardasti koshish toh nakaam hee ho rahee hain jaise adani ki godi mein baithe thhe hindenburg ne saara maamla chaupat kar diya losers,Fake-Hate
2146,bihar up himachal pardesh uttrakhand karnatka assam north eastern states mein corona cases aur death bahut hi kum hogi ya jiada cases tabligi jamaat ke honge kyon kya yeh batana jroori hai aap log itne moorkh to hai nahin,Fake-Hate
778,tablighi jamaat se pheli hui corona se ladhrahi heaur kya,Fake-Hate
2435,tablighi number pe hai sare galat kaam ke liye corona failana se leke pathar bazi aur phr doctor nurse ke sath galat behavior ye sab unke sanskar batata hai aur desh ke prati inke vichar vyat karta hai me apka pura support kart,Fake-Hate
3067,indian dictionary mein ek naya word add ho gaya hindumuslimjamaat kyu chal rahe hain itne sawaal koi movie nahi jo hype create ker ke hit ki jaaye seedha sa order hona chahiye ki bahar nikal k surrender ho if not search n,NonFake-NonHate
6037,aeysha ka tapa tap kase hua ye btao diid,NonFake-NonHate
5745,par tihari jimujhe to abhi tak note mein nano gps chip nhi mila bhaiyakiya kare,NonFake-NonHate
6346,jai shree krishna devi ji,NonFake-NonHate
4869,jawan ke time shayad pathaan jaisa boycott ka chutiyapa na karen bhakts ab toh unhe bhi pata ki iska fayda hi hua pathaan ko,NonFake-NonHate
1492,tum ko yeh kisne bolla jab v bhrat mai corona fo failane ka naam aata hai har news channel mai takniki jamaat ka naam aata hai yeh tum v janthe ho,Fake-Hate
3154,sach ko sach manane ki himmat nahi rakhte na aap log warna aaj yogi ji ne lockdown toda tha usper bhi action hona chahiye tha namaste trumph ki wajah se gujrat mein corona buri tarah se faila hai uske bhi khi,NonFake-NonHate
7267,yah kaun sa jihad hai sudheer chaudhari se janna chahta hun chatu patrakaar jawab jarur den jisne patari per cylinder fenka uska naam gangaram hai,Fake-NonHate
6667,ek dam sahi baat hai musalman ka khula dushman shaitaan hai brbrbrfilhal vo sanatanion ki roop mein aaya hai,Fake-NonHate
7688,bihar sarkar bolo,NonFake-Hate
5994,to fir aatankwadi son love jihad nahi he,Fake-NonHate
4640,ya honey ki taiyyari mein hain temperature par jinnsey thand barda,Fake-NonHate
